CreatedById,CourseId,Id,QuestionText,QuestionType,Marks,DifficultyIndex,CorrectRate,TimesAnswered
7,68,1530,Which algorithm underlies RSA?,MCQ,2,0.778,0.222,27.0
11,161,4198,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.778,0.222,27.0
10,76,1764,Which data structure uses LIFO?,MCQ,3,0.778,0.222,9.0
5,63,1400,What does SQL stand for?,MCQ,2,0.778,0.222,45.0
6,30,677,Which protocol is stateless?,MCQ,2,0.778,0.222,45.0
2,106,2608,Which data structure uses LIFO?,MCQ,1,0.778,0.222,18.0
5,127,3179,What is a deadlock?,MCQ,2,0.778,0.222,18.0
4,97,2399,What is the time complexity of binary search?,MCQ,1,0.778,0.222,9.0
7,169,4390,Output of 2**3 in Python?,MCQ,5,0.778,0.222,54.0
7,98,2400,What is a foreign key?,MCQ,3,0.778,0.222,54.0
13,28,599,What is a deadlock?,MCQ,3,0.778,0.222,81.0
5,87,2173,What is a deadlock?,MCQ,1,0.778,0.222,9.0
10,199,5047,What is a deadlock?,MCQ,5,0.778,0.222,36.0
4,72,1615,What does SQL stand for?,MCQ,2,0.778,0.222,9.0
15,180,4524,What does OOP stand for?,MCQ,2,0.778,0.222,54.0
7,114,2877,Which is NOT a supervised learning algorithm?,MCQ,2,0.778,0.222,45.0
11,28,5133,What does API stand for?,MCQ,2,0.778,0.222,36.0
3,71,1581,Overfitting in ML means?,TrueFalse,2,0.778,0.222,9.0
9,87,2144,What does SQL stand for?,MCQ,2,0.778,0.222,45.0
3,181,4622,Which OSI layer handles routing?,MCQ,3,0.778,0.222,36.0
1,159,4134,What is normalization in databases?,MCQ,5,0.778,0.222,36.0
2,157,4095,What does API stand for?,MCQ,5,0.778,0.222,18.0
11,5,132,Which is NOT a supervised learning algorithm?,MCQ,2,0.778,0.222,27.0
5,165,4274,Which OSI layer handles routing?,MCQ,2,0.778,0.222,63.0
4,105,2566,What is the time complexity of binary search?,MCQ,1,0.776,0.224,67.0
13,142,3583,Output of 2**3 in Python?,MCQ,2,0.776,0.224,85.0
6,155,4040,Which algorithm underlies RSA?,MCQ,3,0.776,0.224,58.0
12,43,960,What is normalization in databases?,MCQ,2,0.776,0.224,58.0
13,28,597,Overfitting in ML means?,MCQ,1,0.776,0.224,76.0
5,33,758,What does OOP stand for?,MCQ,5,0.776,0.224,49.0
12,128,3199,Which protocol is stateless?,MCQ,2,0.776,0.224,58.0
9,74,1698,What is a deadlock?,MCQ,3,0.776,0.224,76.0
7,98,2403,Which protocol is stateless?,MCQ,3,0.776,0.224,58.0
14,100,2445,What is the time complexity of binary search?,MCQ,2,0.775,0.225,71.0
5,89,2200,What is normalization in databases?,MCQ,2,0.775,0.225,40.0
7,181,4642,What does API stand for?,MCQ,5,0.775,0.225,40.0
5,89,2205,What does OOP stand for?,MCQ,2,0.775,0.225,40.0
9,78,1825,Which algorithm underlies RSA?,MCQ,5,0.775,0.225,71.0
1,128,3224,What does SQL stand for?,MCQ,2,0.775,0.225,71.0
13,129,3320,Which algorithm underlies RSA?,MCQ,5,0.774,0.226,62.0
12,170,4401,Output of 2**3 in Python?,MCQ,2,0.774,0.226,62.0
13,129,3319,Which OSI layer handles routing?,MCQ,2,0.774,0.226,62.0
7,62,1392,What does SQL stand for?,MCQ,3,0.774,0.226,31.0
4,97,2387,Which OSI layer handles routing?,MCQ,2,0.774,0.226,31.0
8,148,3752,What does OOP stand for?,MCQ,2,0.774,0.226,62.0
5,190,4899,Which OSI layer handles routing?,MCQ,3,0.773,0.227,22.0
4,105,2562,Which is NOT a supervised learning algorithm?,MCQ,2,0.773,0.227,66.0
5,127,3173,What does SQL stand for?,MCQ,2,0.773,0.227,44.0
12,176,4491,What is a deadlock?,MCQ,2,0.773,0.227,22.0
11,173,4448,Which data structure uses LIFO?,MCQ,5,0.773,0.227,97.0
7,29,647,What is a deadlock?,MCQ,3,0.772,0.228,57.0
8,19,5073,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.772,0.228,92.0
2,86,2081,Which OSI layer handles routing?,MCQ,5,0.772,0.228,57.0
8,117,2932,Which algorithm underlies RSA?,MCQ,3,0.771,0.229,70.0
10,82,2006,Which is NOT a supervised learning algorithm?,MCQ,3,0.771,0.229,35.0
8,69,1550,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.771,0.229,35.0
13,142,3577,What is a deadlock?,MCQ,5,0.771,0.229,83.0
12,143,3601,Output of 2**3 in Python?,MCQ,2,0.771,0.229,70.0
12,97,2365,Which data structure uses LIFO?,MCQ,2,0.771,0.229,70.0
5,40,878,Which algorithm underlies RSA?,MCQ,2,0.771,0.229,35.0
4,74,1710,Which OSI layer handles routing?,MCQ,3,0.771,0.229,70.0
7,114,2876,Overfitting in ML means?,MCQ,2,0.771,0.229,70.0
3,173,4436,What does API stand for?,MCQ,1,0.77,0.23,74.0
8,156,4061,Overfitting in ML means?,MCQ,2,0.77,0.23,74.0
13,129,3326,Overfitting in ML means?,MCQ,3,0.77,0.23,61.0
12,43,961,Which algorithm underlies RSA?,MCQ,1,0.77,0.23,61.0
13,142,3579,Output of 2**3 in Python?,MCQ,1,0.77,0.23,87.0
11,161,4189,What does API stand for?,MCQ,5,0.769,0.231,26.0
7,2,44,What is a foreign key?,MCQ,5,0.769,0.231,26.0
15,91,2243,Which data structure uses LIFO?,MCQ,2,0.769,0.231,65.0
5,33,761,What does SQL stand for?,MCQ,5,0.769,0.231,52.0
7,94,2338,What is a deadlock?,MCQ,5,0.769,0.231,13.0
11,5,139,What is a foreign key?,MCQ,2,0.769,0.231,26.0
12,51,1129,Which OSI layer handles routing?,MCQ,5,0.769,0.231,78.0
5,155,3997,Which protocol is stateless?,MCQ,1,0.769,0.231,13.0
7,2,45,Overfitting in ML means?,MCQ,3,0.769,0.231,26.0
9,153,3963,What does API stand for?,MCQ,2,0.769,0.231,39.0
7,169,4387,What is the time complexity of binary search?,MCQ,2,0.769,0.231,52.0
13,118,3019,What does SQL stand for?,MCQ,2,0.769,0.231,39.0
11,5,129,What is a foreign key?,MCQ,1,0.769,0.231,26.0
14,60,1313,What is a deadlock?,MCQ,1,0.769,0.231,65.0
2,110,2713,What does API stand for?,MCQ,5,0.769,0.231,26.0
11,78,1806,Output of 2**3 in Python?,MCQ,2,0.769,0.231,52.0
12,13,232,What is normalization in databases?,MCQ,3,0.769,0.231,65.0
10,168,4369,What is a deadlock?,MCQ,2,0.769,0.231,52.0
10,199,5038,What is normalization in databases?,MCQ,1,0.769,0.231,78.0
2,131,3397,Which algorithm underlies RSA?,MCQ,5,0.769,0.231,52.0
11,198,5000,What is normalization in databases?,MCQ,1,0.769,0.231,39.0
4,181,4594,What is normalization in databases?,MCQ,1,0.769,0.231,39.0
7,169,4389,What is a deadlock?,MCQ,2,0.768,0.232,56.0
6,4,118,Which protocol is stateless?,MCQ,1,0.768,0.232,56.0
7,181,4638,Which OSI layer handles routing?,MCQ,2,0.768,0.232,56.0
5,106,2613,What is a foreign key?,MCQ,5,0.768,0.232,82.0
5,120,3078,What is a deadlock?,MCQ,1,0.768,0.232,56.0
3,173,4438,What is the time complexity of binary search?,MCQ,2,0.768,0.232,56.0
14,181,4630,What does OOP stand for?,MCQ,1,0.768,0.232,56.0
6,155,4039,What is a deadlock?,MCQ,3,0.768,0.232,56.0
5,190,4898,What does OOP stand for?,MCQ,1,0.767,0.233,30.0
10,72,1662,What is the time complexity of binary search?,MCQ,5,0.767,0.233,73.0
3,149,3820,Output of 2**3 in Python?,MCQ,3,0.767,0.233,30.0
12,156,4074,Overfitting in ML means?,MCQ,2,0.767,0.233,60.0
6,51,1133,Which OSI layer handles routing?,MCQ,2,0.767,0.233,43.0
6,184,4721,What does SQL stand for?,MCQ,3,0.767,0.233,73.0
6,51,1135,What is a deadlock?,MCQ,2,0.767,0.233,43.0
12,156,4072,Which is NOT a supervised learning algorithm?,MCQ,2,0.767,0.233,60.0
7,20,432,What does SQL stand for?,MCQ,2,0.767,0.233,30.0
8,156,4057,What is a foreign key?,MCQ,2,0.766,0.234,77.0
5,108,2678,Which sorting algorithm has worst-case O(n²)?,MCQ,3,0.766,0.234,47.0
13,48,1084,What does SQL stand for?,MCQ,1,0.766,0.234,77.0
4,74,1709,Output of 2**3 in Python?,MCQ,2,0.765,0.235,68.0
6,111,2761,Which OSI layer handles routing?,MCQ,3,0.765,0.235,17.0
14,100,2441,What is a deadlock?,MCQ,1,0.765,0.235,68.0
10,82,2007,Which OSI layer handles routing?,MCQ,1,0.765,0.235,17.0
8,19,422,Which protocol is stateless?,MCQ,2,0.765,0.235,85.0
13,72,1645,Which is NOT a supervised learning algorithm?,MCQ,2,0.765,0.235,51.0
10,168,4371,Which protocol is stateless?,MCQ,2,0.765,0.235,34.0
8,117,2939,Output of 2**3 in Python?,MCQ,2,0.765,0.235,68.0
8,63,1443,What does SQL stand for?,MCQ,5,0.765,0.235,17.0
6,31,702,What is the time complexity of binary search?,MCQ,5,0.765,0.235,68.0
13,58,1265,Overfitting in ML means?,MCQ,1,0.765,0.235,51.0
2,99,2420,What is a foreign key?,MCQ,3,0.765,0.235,68.0
9,155,4046,What is a foreign key?,MCQ,5,0.765,0.235,34.0
12,143,3600,Which algorithm underlies RSA?,MCQ,1,0.765,0.235,68.0
6,111,2751,Which sorting algorithm has worst-case O(n²)?,MCQ,1,0.764,0.236,55.0
3,37,800,What does OOP stand for?,MCQ,1,0.764,0.236,55.0
14,181,4629,Which algorithm underlies RSA?,MCQ,1,0.764,0.236,55.0
11,173,4440,What is normalization in databases?,MCQ,3,0.763,0.237,97.0
9,114,2880,What is a deadlock?,MCQ,2,0.763,0.237,76.0
3,111,2748,Which OSI layer handles routing?,MCQ,1,0.762,0.238,63.0
14,16,288,What is a deadlock?,MCQ,3,0.762,0.238,42.0
8,19,414,Which algorithm underlies RSA?,MCQ,1,0.762,0.238,84.0
7,17,379,What does OOP stand for?,MCQ,1,0.762,0.238,21.0
7,17,377,What is a foreign key?,MCQ,5,0.762,0.238,21.0
6,51,1132,What is normalization in databases?,MCQ,2,0.762,0.238,42.0
1,9,183,What is a foreign key?,MCQ,2,0.762,0.238,63.0
1,105,2557,Which OSI layer handles routing?,MCQ,2,0.762,0.238,63.0
14,16,286,Which data structure uses LIFO?,MCQ,1,0.762,0.238,42.0
6,31,700,What is a foreign key?,MCQ,5,0.761,0.239,71.0
4,105,2570,What is a deadlock?,MCQ,2,0.761,0.239,67.0
12,97,2372,What does SQL stand for?,MCQ,3,0.761,0.239,71.0
4,74,1702,Which protocol is stateless?,MCQ,2,0.761,0.239,67.0
7,114,2866,Output of 2**3 in Python?,MCQ,2,0.761,0.239,67.0
12,143,3593,Which sorting algorithm has worst-case O(n²)?,MCQ,1,0.761,0.239,46.0
9,142,3590,Which sorting algorithm has worst-case O(n²)?,MCQ,5,0.761,0.239,46.0
13,48,1088,What does API stand for?,MCQ,3,0.76,0.24,75.0
3,151,3902,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.76,0.24,50.0
1,123,3134,Overfitting in ML means?,MCQ,5,0.76,0.24,50.0
3,151,3897,What is a foreign key?,MCQ,3,0.76,0.24,50.0
3,173,4425,Which OSI layer handles routing?,MCQ,2,0.76,0.24,75.0
7,131,3375,What is a foreign key?,MCQ,5,0.76,0.24,25.0
3,151,3901,What is normalization in databases?,MCQ,3,0.76,0.24,50.0
5,63,1401,Output of 2**3 in Python?,MCQ,1,0.76,0.24,50.0
12,86,2096,Which data structure uses LIFO?,MCQ,3,0.759,0.241,54.0
14,166,4302,Overfitting in ML means?,MCQ,5,0.759,0.241,54.0
3,181,4619,What does API stand for?,MCQ,1,0.759,0.241,54.0
11,65,1464,Which algorithm underlies RSA?,MCQ,1,0.759,0.241,54.0
12,86,2091,What is normalization in databases?,MCQ,1,0.759,0.241,54.0
11,53,1195,What does API stand for?,MCQ,2,0.759,0.241,29.0
14,166,4300,What is a deadlock?,MCQ,1,0.759,0.241,54.0
11,20,470,What is a deadlock?,MCQ,2,0.759,0.241,54.0
10,61,1370,What is a foreign key?,MCQ,5,0.759,0.241,29.0
13,72,1656,Overfitting in ML means?,MCQ,2,0.759,0.241,54.0
13,142,3581,What is a foreign key?,MCQ,1,0.759,0.241,83.0
14,181,4631,Which data structure uses LIFO?,MCQ,2,0.759,0.241,54.0
5,87,2169,Which is NOT a supervised learning algorithm?,MCQ,2,0.759,0.241,29.0
8,148,3762,What does API stand for?,MCQ,2,0.759,0.241,58.0
12,86,2104,Which sorting algorithm has worst-case O(n²)?,MCQ,1,0.759,0.241,58.0
11,28,5126,What is a deadlock?,MCQ,1,0.759,0.241,58.0
8,156,4062,What is a deadlock?,MCQ,5,0.759,0.241,79.0
7,191,4922,What is a deadlock?,MCQ,5,0.759,0.241,58.0
6,139,3501,Which algorithm underlies RSA?,MCQ,1,0.758,0.242,33.0
7,20,433,What is the time complexity of binary search?,MCQ,5,0.758,0.242,33.0
1,105,2549,Which is NOT a supervised learning algorithm?,MCQ,1,0.758,0.242,62.0
3,41,918,Which OSI layer handles routing?,MCQ,5,0.758,0.242,62.0
8,148,3754,Output of 2**3 in Python?,MCQ,2,0.758,0.242,62.0
15,93,2305,Which sorting algorithm has worst-case O(n²)?,MCQ,1,0.758,0.242,62.0
14,60,1309,Which data structure uses LIFO?,MCQ,2,0.758,0.242,66.0
9,153,3959,Output of 2**3 in Python?,MCQ,5,0.757,0.243,37.0
11,198,5002,What is the time complexity of binary search?,MCQ,1,0.757,0.243,37.0
8,117,2934,What is a foreign key?,MCQ,2,0.757,0.243,70.0
2,106,2600,What is the time complexity of binary search?,MCQ,2,0.757,0.243,37.0
6,31,703,Which data structure uses LIFO?,MCQ,2,0.757,0.243,70.0
7,68,1526,What is a foreign key?,MCQ,2,0.757,0.243,37.0
15,52,1168,Which algorithm underlies RSA?,MCQ,1,0.756,0.244,45.0
6,20,477,What does OOP stand for?,MCQ,3,0.756,0.244,41.0
5,89,2201,What is the time complexity of binary search?,MCQ,2,0.756,0.244,41.0
13,142,3582,What is the time complexity of binary search?,MCQ,2,0.756,0.244,82.0
5,103,2515,What is normalization in databases?,MCQ,2,0.756,0.244,45.0
12,141,3543,Which sorting algorithm has worst-case O(n²)?,MCQ,3,0.755,0.245,53.0
5,63,1397,Which data structure uses LIFO?,MCQ,2,0.755,0.245,49.0
15,117,2991,What does SQL stand for?,MCQ,3,0.755,0.245,49.0
3,111,2746,What does OOP stand for?,MCQ,5,0.754,0.246,61.0
3,37,796,What does SQL stand for?,MCQ,5,0.754,0.246,57.0
3,186,4774,What does API stand for?,MCQ,1,0.754,0.246,65.0
9,61,1360,Which protocol is stateless?,MCQ,2,0.754,0.246,57.0
1,128,3232,What does OOP stand for?,MCQ,1,0.753,0.247,73.0
8,19,5081,Which data structure uses LIFO?,MCQ,1,0.753,0.247,89.0
6,184,4717,What does API stand for?,MCQ,3,0.753,0.247,77.0
13,72,1658,What does OOP stand for?,ShortAnswer,2,0.75,0.25,16.0
1,159,4133,What is normalization in databases?,MCQ,2,0.75,0.25,36.0
11,52,1162,What does OOP stand for?,MCQ,3,0.75,0.25,12.0
13,113,2836,Which data structure uses LIFO?,MCQ,2,0.75,0.25,28.0
5,120,3081,What is normalization in databases?,MCQ,2,0.75,0.25,56.0
5,108,2682,Output of 2**3 in Python?,MCQ,2,0.75,0.25,48.0
11,161,4201,Which data structure uses LIFO?,MCQ,1,0.75,0.25,8.0
5,106,2614,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.75,0.25,80.0
9,153,3965,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.75,0.25,40.0
10,76,1761,What is a deadlock?,MCQ,5,0.75,0.25,40.0
4,97,2389,Which protocol is stateless?,MCQ,5,0.75,0.25,32.0
3,146,3694,Which data structure uses LIFO?,MCQ,2,0.75,0.25,40.0
5,103,2516,Which is NOT a supervised learning algorithm?,MCQ,3,0.75,0.25,20.0
15,181,4588,What is the time complexity of binary search?,MCQ,2,0.75,0.25,60.0
12,141,3548,What is a foreign key?,MCQ,2,0.75,0.25,52.0
2,86,2085,Which OSI layer handles routing?,MCQ,3,0.75,0.25,52.0
4,72,1611,What does API stand for?,MCQ,2,0.75,0.25,28.0
13,118,3020,Which sorting algorithm has worst-case O(n²)?,MCQ,1,0.75,0.25,20.0
2,110,2722,Overfitting in ML means?,MCQ,2,0.75,0.25,20.0
4,74,1712,Which data structure uses LIFO?,MCQ,3,0.75,0.25,48.0
10,82,2002,What is a foreign key?,MCQ,2,0.75,0.25,56.0
5,155,3989,What is a deadlock?,MCQ,3,0.75,0.25,32.0
12,97,2374,What does SQL stand for?,MCQ,2,0.75,0.25,64.0
1,184,4711,Overfitting in ML means?,MCQ,3,0.75,0.25,20.0
4,182,4669,Which OSI layer handles routing?,MCQ,2,0.75,0.25,28.0
10,82,1996,What does API stand for?,MCQ,2,0.75,0.25,56.0
3,41,912,Which data structure uses LIFO?,MCQ,2,0.75,0.25,60.0
6,111,2760,What does SQL stand for?,MCQ,3,0.75,0.25,36.0
11,52,1156,Overfitting in ML means?,TrueFalse,3,0.75,0.25,24.0
9,74,1696,Output of 2**3 in Python?,MCQ,2,0.747,0.253,75.0
4,23,494,What is a foreign key?,MCQ,2,0.746,0.254,59.0
15,91,2248,Which data structure uses LIFO?,MCQ,2,0.746,0.254,63.0
7,160,4147,Which algorithm underlies RSA?,MCQ,3,0.746,0.254,71.0
7,191,4920,Which protocol is stateless?,MCQ,1,0.746,0.254,59.0
3,186,4767,What is the time complexity of binary search?,MCQ,1,0.746,0.254,67.0
3,41,914,What does API stand for?,MCQ,5,0.746,0.254,59.0
1,105,2548,Which is NOT a supervised learning algorithm?,MCQ,1,0.746,0.254,59.0
13,118,3015,Which data structure uses LIFO?,MCQ,2,0.746,0.254,59.0
12,86,2095,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.745,0.255,51.0
3,181,4617,Which protocol is stateless?,MCQ,1,0.745,0.255,51.0
2,112,2814,What is a foreign key?,MCQ,2,0.745,0.255,47.0
13,67,1501,Overfitting in ML means?,MCQ,2,0.745,0.255,47.0
2,86,2083,What is a deadlock?,MCQ,1,0.745,0.255,55.0
14,161,4157,What does OOP stand for?,MCQ,2,0.745,0.255,98.0
7,191,4919,What is the time complexity of binary search?,MCQ,1,0.745,0.255,55.0
12,141,3545,Overfitting in ML means?,MCQ,1,0.745,0.255,55.0
9,114,2888,Which protocol is stateless?,MCQ,2,0.745,0.255,55.0
2,85,2042,What is a deadlock?,MCQ,5,0.744,0.256,39.0
4,149,3831,What is normalization in databases?,MCQ,5,0.744,0.256,43.0
12,86,2105,Which is NOT a supervised learning algorithm?,MCQ,1,0.744,0.256,43.0
8,55,1243,Which data structure uses LIFO?,MCQ,2,0.744,0.256,39.0
9,87,2153,Which algorithm underlies RSA?,MCQ,2,0.744,0.256,43.0
6,139,3503,What does API stand for?,MCQ,2,0.743,0.257,35.0
9,74,1695,What is normalization in databases?,MCQ,3,0.743,0.257,74.0
9,155,4043,Which OSI layer handles routing?,MCQ,2,0.743,0.257,35.0
9,153,3964,Which protocol is stateless?,MCQ,2,0.743,0.257,35.0
9,142,3588,What is normalization in databases?,MCQ,5,0.743,0.257,70.0
4,105,2568,What is the time complexity of binary search?,MCQ,3,0.742,0.258,62.0
1,116,2927,What is a deadlock?,MCQ,2,0.742,0.258,31.0
4,97,2386,What does API stand for?,MCQ,2,0.742,0.258,31.0
8,76,1750,What does SQL stand for?,MCQ,1,0.742,0.258,62.0
7,20,434,What is normalization in databases?,MCQ,5,0.742,0.258,31.0
2,132,3411,What does API stand for?,MCQ,2,0.742,0.258,31.0
13,56,1259,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.742,0.258,62.0
3,149,3826,Overfitting in ML means?,MCQ,3,0.742,0.258,31.0
5,90,2212,Overfitting in ML means?,MCQ,3,0.742,0.258,66.0
3,41,916,What does API stand for?,MCQ,2,0.741,0.259,58.0
2,110,2721,What does API stand for?,MCQ,2,0.741,0.259,27.0
6,4,119,What is a deadlock?,MCQ,2,0.741,0.259,54.0
5,33,759,What is the time complexity of binary search?,MCQ,1,0.741,0.259,54.0
3,27,566,Which protocol is stateless?,MCQ,3,0.741,0.259,27.0
2,155,4017,What is the time complexity of binary search?,MCQ,3,0.741,0.259,54.0
15,29,635,Output of 2**3 in Python?,MCQ,2,0.741,0.259,27.0
4,84,2028,Output of 2**3 in Python?,MCQ,5,0.741,0.259,81.0
12,141,3542,Which protocol is stateless?,MCQ,2,0.741,0.259,54.0
11,5,140,Which protocol is stateless?,MCQ,5,0.741,0.259,27.0
8,148,3756,Which algorithm underlies RSA?,MCQ,5,0.741,0.259,58.0
13,187,4792,What does SQL stand for?,MCQ,2,0.741,0.259,27.0
3,173,4439,Which OSI layer handles routing?,MCQ,2,0.741,0.259,27.0
13,72,1646,Which protocol is stateless?,MCQ,5,0.74,0.26,50.0
2,131,3391,Which sorting algorithm has worst-case O(n²)?,MCQ,1,0.74,0.26,50.0
1,123,3136,Which protocol is stateless?,MCQ,3,0.74,0.26,50.0
13,67,1498,Which is NOT a supervised learning algorithm?,MCQ,1,0.739,0.261,46.0
12,97,2366,Overfitting in ML means?,MCQ,1,0.739,0.261,69.0
9,87,2152,Output of 2**3 in Python?,MCQ,1,0.739,0.261,46.0
7,131,3377,What is the time complexity of binary search?,MCQ,2,0.739,0.261,23.0
2,106,2602,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.738,0.262,42.0
1,105,2554,Which sorting algorithm has worst-case O(n²)?,MCQ,2,0.738,0.262,65.0
10,199,5039,Which is NOT a supervised learning algorithm?,MCQ,2,0.738,0.262,84.0
13,118,3012,What is a foreign key?,MCQ,1,0.738,0.262,61.0
2,106,2601,What is normalization in databases?,MCQ,1,0.738,0.262,42.0
7,29,646,What is normalization in databases?,MCQ,1,0.738,0.262,61.0
8,55,1239,What is normalization in databases?,MCQ,3,0.737,0.263,38.0
14,130,3359,What does API stand for?,MCQ,2,0.737,0.263,19.0
8,148,3757,Which OSI layer handles routing?,MCQ,5,0.737,0.263,57.0
12,156,4073,What is a foreign key?,MCQ,2,0.737,0.263,57.0
11,173,4446,What does OOP stand for?,MCQ,5,0.737,0.263,99.0
7,191,4925,Overfitting in ML means?,MCQ,2,0.737,0.263,38.0
2,8,182,Which data structure uses LIFO?,MCQ,2,0.737,0.263,38.0
6,4,107,What does API stand for?,MCQ,3,0.736,0.264,53.0
3,173,4433,Output of 2**3 in Python?,MCQ,2,0.736,0.264,72.0
1,128,3229,What does API stand for?,MCQ,5,0.736,0.264,72.0
4,74,1705,What is a deadlock?,MCQ,2,0.735,0.265,68.0
15,117,2994,Overfitting in ML means?,MCQ,3,0.735,0.265,49.0
2,73,1676,What is the time complexity of binary search?,MCQ,5,0.735,0.265,49.0
2,176,4505,What does OOP stand for?,MCQ,3,0.735,0.265,49.0
2,131,3394,What is the time complexity of binary search?,MCQ,2,0.735,0.265,49.0
2,40,876,Which algorithm underlies RSA?,MCQ,5,0.735,0.265,34.0
11,20,473,Which OSI layer handles routing?,MCQ,2,0.735,0.265,34.0
9,155,4044,Which sorting algorithm has worst-case O(n²)?,MCQ,3,0.735,0.265,34.0
4,186,4781,What is a foreign key?,MCQ,5,0.735,0.265,34.0
1,123,3140,Which is NOT a supervised learning algorithm?,MCQ,2,0.735,0.265,34.0
7,68,1524,Which is NOT a supervised learning algorithm?,MCQ,2,0.735,0.265,34.0
7,94,2335,What does SQL stand for?,MCQ,2,0.733,0.267,45.0
2,40,874,What is normalization in databases?,MCQ,1,0.733,0.267,45.0
12,128,3191,What is a deadlock?,MCQ,5,0.733,0.267,60.0
11,32,726,Which is NOT a supervised learning algorithm?,MCQ,3,0.733,0.267,45.0
4,97,2396,Overfitting in ML means?,MCQ,3,0.733,0.267,30.0
2,1,7,What is a deadlock?,MCQ,2,0.733,0.267,30.0
13,67,1496,What is a deadlock?,MCQ,2,0.733,0.267,45.0
13,56,5230,Which is NOT a supervised learning algorithm?,MCQ,3,0.733,0.267,60.0
4,105,2572,Which data structure uses LIFO?,MCQ,2,0.733,0.267,60.0
2,106,2604,Which data structure uses LIFO?,MCQ,1,0.732,0.268,41.0
7,94,2329,Which is NOT a supervised learning algorithm?,MCQ,2,0.732,0.268,41.0
10,76,1759,What does SQL stand for?,MCQ,2,0.732,0.268,41.0
5,106,2617,What is a foreign key?,MCQ,5,0.732,0.268,82.0
7,191,4921,What is normalization in databases?,MCQ,3,0.732,0.268,56.0
5,89,2208,What is the time complexity of binary search?,MCQ,2,0.732,0.268,41.0
10,72,1665,Which sorting algorithm has worst-case O(n²)?,MCQ,5,0.732,0.268,71.0
11,65,1461,Overfitting in ML means?,MCQ,2,0.732,0.268,56.0
10,168,4362,What is a foreign key?,MCQ,2,0.732,0.268,56.0
10,199,5040,Which is NOT a supervised learning algorithm?,MCQ,3,0.731,0.269,78.0
12,147,3738,What does SQL stand for?,MCQ,3,0.731,0.269,67.0
14,166,4304,Which protocol is stateless?,MCQ,2,0.731,0.269,26.0
6,194,4953,Which is NOT a supervised learning algorithm?,MCQ,1,0.731,0.269,26.0
