Id,QuizId,QuestionText,QuestionTextAr,QuestionType,Marks,Explanation,ExplanationAr,SortOrder,ImageUrl
1384,624,What is the time complexity of binary search?,ترجمة: What is the time complexity of,TrueFalse,1,Because O(log n) is correct.,,13,/uploads/questions/7498b4e1-9334-4842-85eb-577c403e5473.png
808,389,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,5,Because HTTP is correct.,,15,
936,442,Overfitting in ML means?,,MCQ,1,,,9,
3993,1653,What is a foreign key?,,ShortAnswer,2,Because References a primary key in another table is correct.,الشرح بالعربية,5,
4709,1972,What is a foreign key?,ترجمة: What is a foreign key?,ShortAnswer,3,Because References a primary key in another table is correct.,,5,
3692,1546,Overfitting in ML means?,,MCQ,2,,,5,
433,181,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,5,,,3,
333,152,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,2,Because Network Layer is correct.,الشرح بالعربية,3,
2931,1217,What does SQL stand for?,ترجمة: What does SQL stand for?,ShortAnswer,2,Because Structured Query Language is correct.,,5,/uploads/questions/2ea5bd4a-aade-4d8d-b302-39225ce5a873.png
1023,473,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,TrueFalse,2,,,6,
17,14,Output of 2**3 in Python?,,MCQ,5,Because 8 is correct.,,1,
3050,1259,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,,,5,
1076,514,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,Because O(log n) is correct.,,1,
2582,1081,Which OSI layer handles routing?,,MCQ,1,,,8,
3138,1314,Which is NOT a supervised learning algorithm?,,ShortAnswer,3,Because K-Means is correct.,,9,
5167,2164,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,5,Because Bubble Sort is correct.,,2,
4336,1807,What is a deadlock?,,ShortAnswer,2,Because Two processes waiting for each other is correct.,,2,/uploads/questions/45844466-117d-4d73-9bf5-614d793f61ed.png
3849,1599,What does OOP stand for?,,MCQ,5,,,4,/uploads/questions/83506595-4575-4526-9d5f-d66af89e1525.png
175,81,What does SQL stand for?,,MCQ,1,,,12,
2505,1063,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,الشرح بالعربية,13,/uploads/questions/6961175c-0071-4b68-9dcb-8a4f38736ea6.png
4090,1685,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,Because HTTP is correct.,,1,
3986,1648,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,1,Because Bubble Sort is correct.,الشرح بالعربية,9,/uploads/questions/e1dbf2a6-33e0-4b10-83cb-c5a23cf347b5.png
1074,510,What is normalization in databases?,,TrueFalse,3,,,8,
2979,1235,What is a deadlock?,,ShortAnswer,2,,,8,
3878,1604,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,3,Because References a primary key in another table is correct.,,3,
3435,1432,What does API stand for?,,MCQ,3,Because Application Programming Interface is correct.,الشرح بالعربية,3,
1581,708,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,2,"Because Good on training, poor on test data is correct.",,4,
40,16,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,2,,,10,
1953,831,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,,8,
367,159,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,3,
3100,1297,Output of 2**3 in Python?,,TrueFalse,2,Because 8 is correct.,,4,
3049,1259,What does OOP stand for?,,MCQ,2,Because Object Oriented Programming is correct.,الشرح بالعربية,4,
4831,2013,What does OOP stand for?,,ShortAnswer,2,,,7,/uploads/questions/15997671-6141-46c7-9e31-efde7eebbed1.png
164,81,What is a foreign key?,,MCQ,3,Because References a primary key in another table is correct.,الشرح بالعربية,1,
437,181,Which protocol is stateless?,,ShortAnswer,2,Because HTTP is correct.,,7,
580,282,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,3,,,2,
3167,1327,Output of 2**3 in Python?,,MCQ,5,,,13,
571,279,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,3,Because Network Layer is correct.,,5,
2821,1166,What does API stand for?,ترجمة: What does API stand for?,MCQ,5,,الشرح بالعربية,5,
2383,1014,Which protocol is stateless?,ترجمة: Which protocol is stateless?,ShortAnswer,1,,الشرح بالعربية,7,
1822,795,Output of 2**3 in Python?,,ShortAnswer,2,,الشرح بالعربية,7,
4385,1818,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,9,
530,254,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,1,,,4,
5010,2115,What is a foreign key?,,MCQ,3,Because References a primary key in another table is correct.,,6,
4787,1999,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,3,,,9,
4019,1660,What is normalization in databases?,,MCQ,5,Because Reducing data redundancy is correct.,,1,/uploads/questions/0e988e8f-196f-4d6d-a8ad-9a12875290c3.png
2124,901,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,5,,الشرح بالعربية,6,/uploads/questions/6be7f596-32ca-415b-9669-f391d07f9fb4.png
2140,902,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,9,
4790,1999,What is normalization in databases?,,TrueFalse,2,,,12,
145,60,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,2,Because Stack is correct.,الشرح بالعربية,4,
146,60,What is a deadlock?,,ShortAnswer,1,,,5,
4182,1736,Which protocol is stateless?,,MCQ,3,Because HTTP is correct.,,3,
1944,826,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,3,,,8,
3464,1443,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,ShortAnswer,3,,,1,
1622,718,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,3,Because Public Key Cryptography is correct.,,1,
3896,1606,What is normalization in databases?,,MCQ,2,Because Reducing data redundancy is correct.,,6,
520,252,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,ShortAnswer,2,Because Bubble Sort is correct.,,2,/uploads/questions/36b12afa-52e8-4820-a812-18ce6d34228f.png
3514,1467,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,,,4,
2715,1142,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,,5,
272,141,Which is NOT a supervised learning algorithm?,,TrueFalse,2,Because K-Means is correct.,,3,/uploads/questions/86df8c17-554f-45a2-9413-062b3e97d3c0.png
981,455,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,,4,
3155,1327,What does SQL stand for?,,TrueFalse,2,,,1,
5217,2188,What is a deadlock?,,ShortAnswer,2,,الشرح بالعربية,1,
1731,761,What is the time complexity of binary search?,ترجمة: What is the time complexity of,ShortAnswer,5,Because O(log n) is correct.,,6,/uploads/questions/9fe49b82-1d78-41f4-bff7-d91eb0f6108d.png
572,279,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,2,Because Structured Query Language is correct.,,6,
2679,1118,What does API stand for?,,ShortAnswer,2,Because Application Programming Interface is correct.,الشرح بالعربية,2,
2500,1063,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,3,Because O(log n) is correct.,,8,
1647,726,Overfitting in ML means?,,MCQ,1,,,3,
4239,1765,What does OOP stand for?,,MCQ,3,Because Object Oriented Programming is correct.,,11,
506,251,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,2,,الشرح بالعربية,3,
4909,2054,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,1,,,4,/uploads/questions/cb471ffe-9630-47f8-af3a-55f6ce77464b.png
561,274,Which algorithm underlies RSA?,,MCQ,5,Because Public Key Cryptography is correct.,الشرح بالعربية,12,
4449,1864,What is normalization in databases?,,TrueFalse,2,Because Reducing data redundancy is correct.,الشرح بالعربية,10,
86,30,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,5,Because Network Layer is correct.,,3,
3317,1369,Which protocol is stateless?,,TrueFalse,1,Because HTTP is correct.,,14,
1354,619,Which protocol is stateless?,,MCQ,1,Because HTTP is correct.,,12,
3386,1393,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,5,Because K-Means is correct.,,7,/uploads/questions/df073a4c-966f-480c-8a4b-ec18f8abd778.png
2752,1151,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,,2,/uploads/questions/0d1fcb8a-3be0-40c6-af3b-dfacb0d030bf.png
2589,1087,What is normalization in databases?,ترجمة: What is normalization in datab,ShortAnswer,2,Because Reducing data redundancy is correct.,,6,/uploads/questions/1c5980af-dfe2-4195-b716-047bb48f166f.png
745,344,Overfitting in ML means?,,TrueFalse,2,,الشرح بالعربية,4,
693,328,Which protocol is stateless?,,MCQ,1,Because HTTP is correct.,الشرح بالعربية,1,
3902,1607,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,6,
3195,1344,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,3,,الشرح بالعربية,6,
4872,2041,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,1,Because 8 is correct.,,2,
710,330,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,2,,,4,/uploads/questions/665d362c-9d6a-4deb-ae8f-ea7b917d3d5e.png
2741,1149,What is normalization in databases?,,MCQ,1,Because Reducing data redundancy is correct.,,8,
3271,1358,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,3,,,10,
307,148,What is a deadlock?,,ShortAnswer,2,Because Two processes waiting for each other is correct.,,13,
1386,626,What is a deadlock?,,MCQ,2,Because Two processes waiting for each other is correct.,,2,
3226,1351,What does API stand for?,,MCQ,5,Because Application Programming Interface is correct.,,5,/uploads/questions/6babdf4c-a3fa-4a7b-97aa-8e30896ed66f.png
2813,1164,What is normalization in databases?,,ShortAnswer,1,Because Reducing data redundancy is correct.,,11,
5164,2161,Which algorithm underlies RSA?,,MCQ,2,Because Public Key Cryptography is correct.,,7,/uploads/questions/6bea0031-d976-4782-8245-130e3bbda94e.png
4987,2106,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,MCQ,5,,,4,
4353,1809,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,Because Network Layer is correct.,,7,
1814,794,Overfitting in ML means?,,ShortAnswer,2,,,7,
373,159,Which protocol is stateless?,,MCQ,1,Because HTTP is correct.,,9,
4588,1925,What is the time complexity of binary search?,,MCQ,2,,,9,/uploads/questions/0bb644d6-8546-40ab-9ac1-25f0c5b16b48.png
5101,2143,What is the time complexity of binary search?,,TrueFalse,3,,الشرح بالعربية,3,
3999,1656,What does OOP stand for?,,TrueFalse,2,,الشرح بالعربية,2,
2571,1080,Which algorithm underlies RSA?,,TrueFalse,2,,الشرح بالعربية,11,
48,21,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,1,Because Two processes waiting for each other is correct.,,5,
3394,1398,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,4,
4613,1931,Which protocol is stateless?,,MCQ,3,Because HTTP is correct.,,10,
4666,1945,What is a deadlock?,ترجمة: What is a deadlock?,TrueFalse,3,,,4,/uploads/questions/0ecae4a9-9151-4111-958e-f3efa0b9a205.png
3847,1599,Which protocol is stateless?,,MCQ,2,Because HTTP is correct.,الشرح بالعربية,2,
3207,1345,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,1,Because Network Layer is correct.,,5,
3265,1358,What does SQL stand for?,,ShortAnswer,2,,الشرح بالعربية,4,
4674,1948,What does OOP stand for?,,ShortAnswer,2,,الشرح بالعربية,4,/uploads/questions/bbde0971-42e8-425e-a386-c53f8a07fba6.png
2323,985,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,5,,,2,/uploads/questions/1017bc43-9c3f-49e1-a6a9-03d0c1d089a0.png
4485,1888,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,1,"Because Good on training, poor on test data is correct.",,1,
4170,1733,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,3,Because Network Layer is correct.,,5,
2166,907,What does SQL stand for?,,ShortAnswer,1,Because Structured Query Language is correct.,,11,
3742,1566,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,1,Because Public Key Cryptography is correct.,,1,
1980,839,Overfitting in ML means?,,MCQ,5,,,11,
2031,867,Overfitting in ML means?,,MCQ,5,,,1,
5121,2148,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,,6,
4583,1925,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,3,"Because Good on training, poor on test data is correct.",الشرح بالعربية,4,
1324,612,What does API stand for?,,MCQ,2,,,5,/uploads/questions/9abd09cb-2cca-4978-bfb9-c1a0fd86caa1.png
3576,1499,What does SQL stand for?,,MCQ,5,,,1,
1620,717,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,5,Because Structured Query Language is correct.,,5,
4893,2045,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,2,,الشرح بالعربية,8,
4221,1748,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,5,Because Reducing data redundancy is correct.,,1,
3197,1344,Which OSI layer handles routing?,,MCQ,5,,,8,
270,141,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,5,,,1,
3336,1375,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,2,,,8,/uploads/questions/b60b765d-0382-47df-b01c-a6b2c5f63906.png
1127,535,Which OSI layer handles routing?,,ShortAnswer,5,,,6,
3600,1505,Which algorithm underlies RSA?,,MCQ,1,Because Public Key Cryptography is correct.,,1,/uploads/questions/6a75abc0-c397-4d28-a618-f98c04bf6ee2.png
1153,546,Which protocol is stateless?,,MCQ,5,Because HTTP is correct.,الشرح بالعربية,7,
478,196,Which OSI layer handles routing?,,MCQ,5,Because Network Layer is correct.,,4,
4824,2012,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,3,,الشرح بالعربية,7,
3434,1432,What is a foreign key?,,MCQ,5,Because References a primary key in another table is correct.,,2,
3801,1584,What is a deadlock?,,MCQ,3,Because Two processes waiting for each other is correct.,,5,
930,442,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,3,,,3,
2336,986,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,3,Because Object Oriented Programming is correct.,الشرح بالعربية,12,
325,151,Which protocol is stateless?,,MCQ,5,Because HTTP is correct.,,5,/uploads/questions/5d7581e1-b7ca-4d98-bb03-9f26c831b31c.png
3636,1523,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,5,,,6,
2570,1080,What is a deadlock?,,MCQ,2,Because Two processes waiting for each other is correct.,الشرح بالعربية,10,/uploads/questions/95ca1ff3-d078-4269-b006-38fb8a610386.png
2709,1128,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,3,,الشرح بالعربية,2,
4298,1789,What is a foreign key?,,MCQ,5,,,6,
1408,637,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,1,,الشرح بالعربية,2,
4652,1942,What is the time complexity of binary search?,,MCQ,3,Because O(log n) is correct.,,3,
390,166,Which algorithm underlies RSA?,,TrueFalse,2,Because Public Key Cryptography is correct.,الشرح بالعربية,7,
4777,1997,What does OOP stand for?,,ShortAnswer,3,,,12,
4063,1675,What is normalization in databases?,,MCQ,5,,الشرح بالعربية,8,
985,455,What is a deadlock?,,ShortAnswer,2,,الشرح بالعربية,8,
2035,867,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,,,5,
4240,1765,What does SQL stand for?,,MCQ,1,,الشرح بالعربية,12,
3134,1314,Overfitting in ML means?,,MCQ,5,,,5,
343,152,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,1,,الشرح بالعربية,13,
